Customer_ID,Age,Annual_Income,Spending_Score,Total_Purchases,Average_Order_Value,Total_Spending,Purchase_Frequency,Website_Visits,App_Visits,Email_Opens,Discount_Usage,Returns_Count,Customer_Satisfaction,Days_Since_Last_Purchase,Loyalty_Points,Product_Categories,Online_Purchases,Offline_Purchases,Mobile_Purchases,Coupon_Usage,Support_Calls,Referral_Count,Social_Media_Interactions,Cluster
CUST00794,23,19969.0,91.0,8,1087.14,35992.16,22.33,146,11,4,7,10,1.05,186,25189,3,18,71,10,5,5,1,116,0
CUST00795,35,61753.0,35.0,13,984.54,5708.06,14.45,58,29,69,22,9,3.35,349,25138,8,23,31,78,37,12,9,148,0
CUST00796,68,139863.0,33.0,8,913.32,1972.39,20.89,128,60,62,41,7,3.01,342,6563,9,3,50,7,32,9,11,41,0
CUST00797,22,28225.0,84.0,94,85.61,49717.65,24.79,31,61,55,34,14,4.49,178,14387,3,35,16,58,22,13,12,80,1
CUST00798,64,141008.0,16.0,96,28.12,11789.87,4.51,55,147,58,30,6,1.34,335,5840,1,76,33,20,9,3,8,154,0
CUST00799,42,123823.0,34.0,94,270.69,2880.76,17.45,10,22,62,34,0,3.73,266,15154,1,57,34,64,14,19,10,2,0
CUST00800,19,31669.0,66.0,65,802.96,9655.79,17.02,130,78,88,31,9,3.72,149,24194,7,31,23,23,22,11,4,59,0
CUST00801,27,142398.0,99.0,43,505.21,2140.1,24.51,15,113,58,4,11,3.68,247,46861,5,8,53,29,35,14,12,193,0
CUST00802,47,128677.0,40.0,39,494.84,19712.18,24.65,3,123,50,15,4,4.77,254,22448,13,79,17,56,0,9,5,92,1
CUST00803,67,66320.0,28.0,81,1063.81,40159.61,17.32,43,142,49,16,9,4.29,29,30924,14,66,49,79,7,10,5,48,1
CUST00804,62,143354.0,47.0,59,1076.76,17193.97,6.47,67,44,3,31,8,1.17,352,23528,1,19,45,72,2,8,10,33,0
CUST00805,22,106009.0,39.0,84,1092.83,22320.33,20.06,56,144,47,37,11,2.88,266,29402,6,73,47,16,13,10,2,36,0
CUST00806,50,46625.0,70.0,88,390.38,33844.22,3.12,63,97,31,31,10,2.59,13,4352,14,61,32,58,16,1,10,41,1
CUST00807,18,42089.0,73.0,86,835.45,25542.92,19.63,15,77,50,19,11,2.24,47,184,6,57,26,30,33,12,10,192,0
CUST00808,35,54487.0,20.0,93,340.53,43100.0,22.8,109,140,51,47,5,2.81,151,10384,14,21,0,63,5,7,9,187,1
CUST00809,49,128448.0,1.0,86,244.92,43328.58,9.88,116,55,98,1,7,2.54,50,14319,4,66,58,47,4,7,6,0,0
CUST00810,64,68138.0,72.0,44,237.87,693.55,15.95,92,51,73,19,9,2.73,215,20449,7,74,9,22,39,0,14,186,0
CUST00811,66,72061.0,87.0,9,423.69,38946.71,11.04,138,102,33,46,0,4.92,132,41205,7,47,24,69,28,5,12,131,1
CUST00812,28,119376.0,63.0,37,527.35,23144.53,11.23,47,29,35,17,9,1.35,113,10426,12,7,56,29,34,12,6,102,0
CUST00813,38,97134.0,67.0,74,1000.52,49444.26,8.1,57,69,69,0,10,4.69,252,7504,9,72,65,54,17,8,7,141,0
CUST00814,43,65055.0,4.0,36,161.47,24264.96,19.17,50,80,42,28,6,2.92,341,33368,12,14,14,6,39,5,4,109,1
CUST00815,42,37508.0,58.0,92,887.21,49347.42,23.44,71,31,15,28,2,3.49,53,40572,1,31,27,74,29,14,1,145,1
CUST00816,39,128169.0,25.0,28,647.12,37777.55,23.55,143,112,58,18,8,4.32,130,46017,5,52,12,11,14,15,14,33,1
CUST00817,44,26125.0,47.0,42,359.78,12580.52,4.78,146,46,52,43,5,2.44,324,38305,10,66,13,59,14,3,12,0,1
CUST00818,66,54059.0,38.0,43,601.53,27012.07,21.93,82,97,18,39,4,2.72,193,32094,3,3,65,51,15,16,2,52,1
CUST00819,30,121409.0,15.0,85,373.93,49608.35,18.57,116,52,97,5,7,2.64,79,14685,7,29,33,26,32,8,8,21,0
CUST00820,50,23704.0,63.0,88,723.38,42905.02,6.69,105,138,88,43,7,2.5,57,8724,4,12,24,11,9,11,14,188,1
CUST00821,51,129279.0,21.0,42,531.94,5048.87,2.15,88,74,94,38,11,4.7,97,5084,4,20,53,12,18,18,5,149,0
CUST00822,58,136516.0,99.0,66,214.0,35377.33,7.07,2,41,40,49,11,4.32,198,34810,13,40,78,71,36,19,7,177,1
CUST00823,52,132044.0,57.0,55,157.57,17409.86,22.85,104,77,80,45,2,1.44,135,16741,12,18,11,79,2,11,7,15,1
CUST00824,18,47165.0,53.0,72,665.1,547.72,16.01,84,131,46,7,1,1.43,147,16761,1,47,8,61,35,5,13,155,0
CUST00825,38,85203.0,46.0,48,1084.85,20293.35,18.17,43,114,93,23,14,2.71,172,13336,1,62,30,28,3,11,4,118,0
CUST00826,65,22114.0,14.0,91,425.87,11890.77,6.8,71,52,53,19,1,1.39,63,20872,10,19,77,34,10,8,0,85,0
CUST00827,23,54321.0,100.0,22,884.94,40979.69,18.13,94,87,54,13,13,3.48,65,13414,2,63,52,59,32,19,5,197,0
CUST00828,45,91297.0,76.0,27,797.22,16999.06,1.19,42,109,94,4,4,1.57,295,4797,2,36,42,28,27,4,6,41,0
CUST00829,34,114652.0,17.0,93,1119.23,41410.68,9.7,133,141,18,40,9,3.09,211,3307,1,30,37,30,31,2,8,193,0
CUST00830,22,117304.0,39.0,67,988.76,229.78,15.86,139,69,61,39,11,1.03,109,46489,8,73,41,76,15,1,1,70,0
CUST00831,48,35772.0,9.0,13,688.59,15529.39,4.08,65,120,98,33,6,2.27,282,32568,6,17,71,75,8,7,11,116,1
CUST00832,22,121754.0,99.0,45,795.3,12210.03,20.66,34,67,92,15,7,3.71,172,2596,6,19,47,60,10,9,12,162,0
CUST00833,55,21712.0,77.0,10,1080.1,11831.65,6.26,120,61,58,44,9,2.94,12,17167,10,10,66,1,5,14,1,19,0
CUST00834,20,133142.0,79.0,9,491.43,3595.69,16.48,1,71,64,6,14,4.91,333,22308,10,43,65,32,26,8,9,107,0
CUST00835,40,109736.0,82.0,54,405.62,9518.79,10.43,130,30,67,15,7,4.5,220,24215,9,63,15,71,11,9,0,129,1
CUST00836,54,69924.0,97.0,27,32.76,27866.37,15.1,148,146,27,6,12,2.44,342,11795,5,33,15,61,21,10,4,6,1
CUST00837,54,21726.0,6.0,34,995.33,14709.78,3.13,61,96,17,26,11,1.18,286,14984,4,64,30,58,39,8,1,176,0
CUST00838,27,107152.0,91.0,1,965.16,20986.26,0.91,149,56,25,13,7,4.38,172,12134,11,54,57,39,36,13,2,8,0
CUST00839,27,45723.0,23.0,32,143.26,18967.97,22.78,88,53,18,13,14,4.64,236,10782,6,73,27,48,20,4,1,26,1
CUST00840,36,144969.0,59.0,89,700.69,43820.07,7.11,68,7,54,43,9,4.28,166,42002,8,0,3,31,32,8,10,129,1
CUST00841,34,118494.0,91.0,93,567.5,45283.89,20.58,127,97,56,32,11,1.51,187,21651,14,37,9,37,16,3,3,84,1
CUST00842,38,53643.0,98.0,71,160.08,24749.26,24.98,140,113,5,32,10,4.99,170,24022,1,8,50,78,28,1,10,195,1
CUST00843,31,121896.0,46.0,67,1177.07,16641.77,5.68,22,125,0,43,2,2.03,52,18922,7,70,17,12,39,18,2,59,0
CUST00844,26,111680.0,38.0,84,273.34,5518.68,7.0,148,132,7,19,13,3.9,319,14618,8,16,46,53,9,0,8,111,0
CUST00845,63,114546.0,14.0,20,99.34,47679.46,16.74,82,121,96,46,10,4.63,189,17245,9,51,31,75,17,0,9,85,1
CUST00846,18,97973.0,100.0,94,721.92,3199.3,24.15,129,38,50,35,1,1.94,120,18260,11,17,29,12,12,11,11,176,0
CUST00847,68,81449.0,72.0,35,891.86,15022.98,22.94,30,122,84,6,12,4.63,105,10027,8,62,35,38,26,10,1,129,0
CUST00848,62,127834.0,62.0,99,58.28,15043.7,12.82,126,26,87,31,3,2.24,162,13986,7,32,8,22,9,0,6,144,1
CUST00849,30,43537.0,35.0,91,797.29,16155.98,19.98,97,129,24,47,14,4.91,295,45168,3,3,35,13,31,13,14,82,1
CUST00850,21,95576.0,19.0,90,648.1,8381.48,3.83,24,4,46,2,0,2.13,41,3526,2,74,28,16,2,10,10,103,0
CUST00851,18,125522.0,30.0,78,141.85,39201.44,24.45,14,39,54,38,2,4.81,364,26261,3,51,15,23,21,6,13,87,1
CUST00852,66,40612.0,78.0,17,223.58,6300.39,24.13,36,54,63,28,10,1.21,165,44361,4,8,20,57,26,1,2,19,1
CUST00853,57,24471.0,84.0,18,690.21,31818.35,4.51,24,33,82,23,8,3.84,321,1622,4,63,63,62,2,14,9,125,0
CUST00854,49,49348.0,25.0,45,369.7,6367.53,7.84,95,20,92,21,6,3.13,335,38286,6,29,65,33,32,7,7,97,0
CUST00855,51,19177.0,40.0,93,1127.21,3712.67,2.95,55,16,9,5,6,2.91,160,29533,12,7,58,50,1,19,3,159,0
CUST00856,45,50779.0,88.0,84,986.11,45489.59,7.16,24,149,55,47,0,1.89,264,35425,7,4,27,9,10,14,13,50,1
CUST00857,48,39636.0,14.0,53,1180.61,9668.41,20.49,26,127,11,23,6,3.82,353,18316,12,75,54,71,9,7,3,87,0
CUST00858,25,99889.0,26.0,91,326.41,41098.26,9.77,80,87,32,39,9,1.76,18,8699,4,62,30,20,38,9,8,169,1
CUST00859,56,71551.0,87.0,82,1164.27,27322.62,2.67,65,82,70,22,6,3.21,173,13955,10,0,32,36,32,18,10,62,0
CUST00860,43,64819.0,22.0,68,528.86,4077.25,8.88,75,62,16,37,3,2.01,352,31543,6,14,59,6,6,2,2,88,0
CUST00861,51,91770.0,48.0,65,430.07,47781.32,24.54,43,31,60,9,6,4.82,33,35424,9,37,40,12,14,19,6,188,1
CUST00862,20,96714.0,83.0,1,79.41,12498.67,15.93,29,42,9,15,7,1.11,261,16673,14,41,45,79,25,13,0,189,0
CUST00863,67,42596.0,51.0,58,82.26,43010.34,10.7,81,12,30,10,2,1.8,210,23395,6,45,48,29,10,8,6,130,1
CUST00864,29,82106.0,3.0,26,836.57,8606.74,4.58,54,65,59,31,12,1.97,330,38626,14,52,64,30,37,8,9,88,0
CUST00865,18,77182.0,42.0,20,560.36,42726.36,24.66,39,73,69,44,9,2.66,164,23707,3,25,41,4,26,5,10,91,1
CUST00866,61,105163.0,19.0,87,287.3,858.79,20.61,42,131,16,5,1,1.93,5,19213,1,60,22,31,38,7,1,75,0
CUST00867,22,57310.0,73.0,10,744.48,25686.67,7.4,29,115,49,23,6,2.97,34,10401,11,66,26,15,6,10,11,25,1
CUST00868,47,74088.0,28.0,59,318.37,38518.24,2.22,131,137,36,32,4,4.49,280,21196,10,53,31,72,0,7,13,175,1
CUST00869,47,85688.5,48.0,75,701.61,46752.82,1.89,138,106,81,11,4,3.85,145,25976,10,21,2,21,9,11,13,107,1
CUST00870,34,54914.0,45.0,41,443.87,45478.27,3.45,142,16,61,26,13,3.32,351,8758,13,25,59,63,20,9,5,7,0
CUST00871,65,128350.0,71.0,5,991.79,41017.32,14.73,42,78,89,37,4,1.36,71,1473,5,59,75,43,14,3,14,132,0
CUST00872,64,63379.0,78.0,65,988.42,44431.93,23.25,94,125,79,17,14,3.78,348,13281,10,38,78,39,29,15,12,138,0
CUST00873,40,64413.0,63.0,17,583.27,10121.14,12.67,32,131,71,44,6,1.67,230,48732,10,35,16,36,29,19,8,41,1
CUST00874,32,25151.0,73.0,22,433.97,14352.38,21.15,26,141,87,38,8,4.15,125,32548,3,20,31,77,7,5,5,118,1
CUST00875,54,75716.0,19.0,98,447.82,14590.63,11.42,115,130,76,12,10,2.0,278,18371,8,40,6,15,23,8,2,168,0
CUST00876,38,111747.0,47.0,41,970.74,18977.29,17.86,129,112,28,39,7,2.67,271,28363,10,47,70,42,18,4,0,107,0
CUST00877,31,139999.0,14.0,93,407.25,19787.37,18.43,56,127,31,29,5,2.4,357,12057,1,25,68,62,2,5,11,146,0
CUST00878,19,132793.0,38.0,68,266.69,27318.86,4.76,122,21,87,48,6,4.44,15,40441,11,62,57,14,14,16,11,175,1
CUST00879,28,126177.0,53.0,69,119.93,8162.01,9.35,106,147,79,40,8,1.51,242,19644,2,76,39,43,35,16,14,180,0
CUST00880,68,30289.0,61.0,11,570.7,34624.08,16.11,130,89,10,12,13,3.26,153,28123,3,35,47,8,5,12,3,182,1
CUST00881,56,104365.0,36.0,56,588.92,8544.81,2.23,81,47,95,33,10,1.57,53,23874,3,23,50,64,17,16,3,119,0
CUST00882,55,132014.0,40.0,51,1012.27,15653.36,9.36,120,85,5,35,5,3.82,149,23123,12,20,56,43,37,13,12,188,0
CUST00883,51,90588.0,81.0,21,281.06,25266.59,13.6,52,128,34,29,0,4.62,358,14281,8,17,70,19,18,1,7,159,1
CUST00884,55,81646.0,30.0,99,469.57,39862.74,24.91,91,72,32,24,3,2.74,219,3251,5,14,36,69,29,18,9,45,0
CUST00885,67,21654.0,9.0,76,973.92,37025.57,12.13,137,42,17,1,7,2.95,113,22289,8,78,74,73,12,2,9,91,0
CUST00886,51,36743.0,64.0,26,991.88,32347.61,20.49,22,9,36,35,6,4.71,288,5054,11,5,73,32,38,1,13,163,0
CUST00887,35,66368.0,33.0,19,473.84,7957.51,11.09,34,25,12,17,2,3.08,277,34484,14,42,54,79,11,1,12,145,1
CUST00888,47,137735.0,52.0,60,561.77,27442.86,20.01,110,2,73,4,9,2.95,83,41972,11,30,40,5,33,6,6,73,0
CUST00889,32,137891.0,89.0,71,377.88,4554.84,15.09,49,19,89,18,2,3.31,218,46874,6,27,19,30,11,3,9,95,1
CUST00890,44,125971.0,14.0,47,1120.41,18992.69,22.22,129,20,80,41,10,3.76,226,1310,12,7,32,65,23,16,6,17,0
CUST00891,68,30149.0,75.0,71,160.0,20793.12,10.57,73,70,63,17,2,1.43,270,29146,2,28,39,17,3,5,6,139,1
CUST00892,51,118102.0,53.0,26,1121.82,2182.61,15.31,84,17,0,31,11,4.28,15,49769,11,20,33,27,35,6,11,114,1
CUST00893,69,77189.0,99.0,40,826.96,13844.61,15.94,53,124,62,20,14,2.74,290,29312,4,57,61,67,13,19,1,71,0
CUST00894,55,89031.0,59.0,5,647.26,47791.34,10.73,100,89,88,9,0,1.29,339,30981,9,59,18,64,16,5,8,45,1
CUST00895,50,60668.0,78.0,21,58.54,47690.9,4.04,124,94,33,36,14,4.14,265,48650,4,49,42,79,2,8,5,182,1
CUST00896,41,106204.0,94.0,78,581.2,17745.89,2.79,45,84,9,48,9,2.51,199,4257,5,30,68,44,37,19,1,37,0
CUST00897,32,55384.0,48.0,4,501.14,2346.39,0.91,137,131,83,21,0,1.4,158,15846,5,46,62,57,22,3,0,129,0
CUST00898,47,99929.0,68.0,23,210.24,9118.93,21.9,105,87,6,12,5,3.54,333,22483,10,33,9,46,12,4,10,8,1
CUST00899,59,145959.0,68.0,84,794.56,19732.45,6.29,146,51,55,16,13,4.52,207,26558,8,1,12,65,8,18,0,107,1
CUST00900,68,94153.0,92.0,15,1165.96,47399.43,5.68,106,82,79,8,13,4.55,174,43188,6,66,4,51,20,9,0,132,1
CUST00901,34,93388.0,8.0,93,683.38,7231.71,18.53,43,8,36,23,0,4.83,184,13012,10,71,57,35,7,17,3,97,0
CUST00902,22,49401.0,2.0,8,863.41,38223.09,8.34,134,121,28,43,4,4.47,265,33236,7,51,58,0,16,14,3,18,1
CUST00903,46,137503.0,86.0,41,100.77,5612.39,12.9,48,4,11,13,3,1.01,246,38673,6,6,75,38,15,0,13,70,0
CUST00904,21,145834.0,41.0,19,512.85,49066.63,4.48,126,86,16,45,4,2.52,36,45076,14,75,58,74,15,4,11,38,1
CUST00905,27,52084.0,55.0,46,157.3,19204.5,24.01,7,128,47,7,6,4.27,259,48402,14,18,76,0,27,4,8,41,1
CUST00906,34,128641.0,16.0,28,743.1,38806.68,21.36,16,110,83,36,5,2.47,19,28931,14,14,14,74,15,7,12,144,1
CUST00907,27,123111.0,93.0,91,1127.41,17261.04,21.66,129,99,25,18,11,3.41,23,32076,5,77,76,73,13,19,11,190,0
CUST00908,34,54041.0,62.0,68,800.9,31457.91,10.47,115,37,82,27,8,3.43,104,14801,5,47,0,13,37,14,11,89,0
CUST00909,37,106920.0,48.0,15,110.63,9762.4,19.18,37,71,11,45,5,2.46,241,9628,3,13,37,77,19,16,0,173,1
CUST00910,41,83681.0,30.0,99,438.51,7471.85,4.02,125,33,20,40,8,4.62,361,8728,7,2,52,70,33,18,2,106,0
CUST00911,22,99571.0,12.0,37,669.78,46915.59,0.71,81,31,41,29,3,3.01,204,17335,13,49,51,22,28,12,2,147,1
CUST00912,51,145556.0,35.0,1,495.79,45898.83,0.99,62,125,60,6,0,2.86,253,43773,10,53,0,42,2,9,7,197,1
CUST00913,23,44160.0,11.0,67,1003.7,44395.95,14.87,72,12,57,25,0,4.99,142,28570,5,5,10,21,9,16,1,135,1
CUST00914,19,35633.0,64.0,24,981.31,31346.59,11.66,125,11,53,39,9,2.97,302,22459,7,48,57,59,19,4,5,95,0
CUST00915,30,35014.0,50.0,27,741.96,40451.76,13.19,66,88,33,45,6,1.71,143,40658,2,22,39,26,1,17,10,146,1
CUST00916,60,98532.0,85.0,40,460.68,3638.04,0.68,30,72,6,45,12,3.05,271,7077,9,77,59,55,26,16,3,31,0
CUST00917,60,67104.0,21.0,63,321.3,16872.49,10.86,20,32,34,10,12,4.26,307,1971,8,77,43,1,31,3,12,125,0
CUST00918,65,95231.0,69.0,61,144.93,15822.42,18.09,82,57,14,13,12,4.11,110,46336,5,19,5,38,9,6,9,146,1
CUST00919,28,86388.0,48.0,36,438.78,31855.14,11.35,107,86,64,20,2,4.15,8,33959,2,76,27,50,39,4,5,23,1
CUST00920,68,34014.0,20.0,98,507.54,17926.7,18.44,132,19,89,7,1,3.83,69,45588,6,59,30,18,16,7,12,23,0
CUST00921,64,110578.0,67.0,93,817.47,7595.64,6.21,37,116,98,2,13,2.02,190,40533,8,44,7,61,32,7,4,183,0
CUST00922,40,58390.0,44.0,24,796.63,29904.06,20.42,132,14,24,27,5,4.45,179,43022,7,60,4,70,5,10,11,119,1
CUST00923,33,41711.0,33.0,24,102.73,40756.32,14.92,77,33,58,28,5,4.57,63,3046,8,55,53,75,38,8,8,17,1
CUST00924,48,109658.0,73.0,4,486.41,19229.75,5.66,89,10,78,22,12,1.78,68,44518,4,1,16,66,17,18,8,139,1
CUST00925,28,75993.0,61.0,67,234.5,6786.98,6.3,146,80,85,17,6,2.99,206,12703,14,44,37,62,8,18,0,40,0
CUST00926,33,25421.0,9.0,34,205.04,9995.07,15.89,88,64,5,34,4,4.9,6,49456,3,39,8,4,7,8,2,86,1
CUST00927,25,35727.0,68.0,57,996.22,12026.67,20.83,33,68,51,12,7,4.47,119,8043,7,23,73,71,24,19,0,175,0
CUST00928,21,130418.0,35.0,49,69.46,15134.9,10.68,58,92,78,11,6,4.57,313,37676,2,28,77,77,30,16,5,81,0
CUST00929,57,22358.0,81.0,87,514.64,32211.19,6.83,28,125,87,46,1,4.55,31,43395,14,66,13,60,3,15,11,191,1
CUST00930,21,83108.0,98.0,53,218.48,30127.09,21.74,35,80,20,49,14,3.17,6,2804,5,67,25,70,19,6,2,143,1
CUST00931,42,112018.0,88.0,23,1057.61,34864.78,16.9,125,59,70,4,0,3.59,207,10176,13,65,61,6,27,2,13,150,0
CUST00932,20,142457.0,96.0,69,677.31,18252.6,11.48,138,97,92,38,12,2.99,157,3936,7,53,24,49,39,18,0,166,0
CUST00933,49,49910.0,65.0,95,293.03,41235.08,12.45,65,19,95,10,13,1.2,67,31174,1,52,79,45,0,7,5,32,0
CUST00934,20,144888.0,8.0,53,612.86,10363.57,5.5,42,149,31,10,8,3.98,330,17096,4,78,35,71,39,4,4,23,0
CUST00935,44,73754.0,45.0,62,883.15,23558.23,15.86,85,22,52,46,4,3.02,353,23232,2,48,79,75,22,5,11,60,0
CUST00936,46,127847.0,87.0,41,1150.58,40086.75,9.29,137,9,58,41,11,3.59,336,42641,6,31,32,73,12,1,11,54,1
CUST00937,49,56467.0,47.0,57,280.13,9171.9,24.89,111,9,68,46,10,3.01,289,25909,12,60,2,13,15,18,7,188,1
CUST00938,67,51893.0,40.0,60,1065.69,5671.18,12.26,15,27,61,30,4,2.97,140,44158,1,41,10,72,25,12,13,83,1
CUST00939,68,94329.0,76.0,54,1122.48,44207.46,12.4,69,17,3,30,11,1.69,300,8366,7,0,57,68,30,5,1,167,0
CUST00940,36,49007.0,54.0,70,1101.38,17277.9,14.36,105,45,85,12,9,2.11,13,19589,3,62,63,64,0,5,7,185,0
CUST00941,38,72253.0,76.0,57,769.79,34256.73,22.96,64,8,17,13,3,1.64,152,47382,12,34,17,64,16,1,11,118,1
CUST00942,22,30323.0,46.0,10,763.19,1462.36,20.12,41,146,98,48,1,1.78,313,6506,1,50,46,56,15,4,4,71,0
CUST00943,35,129335.0,47.0,40,495.79,34564.34,11.55,71,125,80,44,4,4.89,352,28842,8,70,43,61,36,10,7,73,1
CUST00944,45,130356.0,15.0,7,907.83,15941.85,18.11,56,123,55,41,1,1.61,109,17458,7,44,58,19,9,10,11,128,0
CUST00945,59,128944.0,19.0,38,646.93,2975.89,14.86,25,33,23,24,11,2.08,356,21831,2,76,49,74,37,13,9,84,0
CUST00946,39,34456.0,26.0,85,819.38,30568.68,12.56,105,1,65,32,6,3.36,149,8783,7,64,68,25,30,12,3,152,0
CUST00947,38,49367.0,52.0,61,525.58,12192.03,5.21,134,6,12,32,10,3.44,204,11170,3,13,28,43,9,7,14,95,1
CUST00948,23,72624.0,93.0,84,883.17,19463.0,11.87,119,41,61,14,8,1.62,307,14609,13,2,66,66,33,14,3,52,0
CUST00949,18,86008.0,22.0,3,992.88,4212.92,6.52,9,5,53,15,8,4.17,21,40090,9,23,1,69,5,11,9,188,1
CUST00950,22,143926.0,21.0,51,192.79,7528.73,22.91,60,80,14,43,10,4.14,60,44942,8,64,24,61,27,2,14,173,1
CUST00951,58,133395.0,51.0,86,1002.86,15039.27,8.72,125,18,68,37,5,1.95,21,23035,5,47,18,44,27,4,14,109,0
CUST00952,29,134492.0,38.0,47,657.55,4670.02,23.83,49,82,2,5,0,2.15,363,16208,7,9,39,10,12,5,3,59,0
CUST00953,43,90240.0,20.0,68,1016.71,45559.15,13.56,51,65,36,43,12,4.75,245,35178,3,12,1,71,11,1,13,50,1
CUST00954,63,82315.0,29.0,92,528.94,501.14,15.97,70,83,36,24,5,4.3,73,13636,1,72,64,73,39,7,10,120,0
CUST00955,51,28756.0,51.0,76,467.27,24296.24,13.8,37,136,2,14,4,3.79,76,9039,1,13,61,33,1,4,14,72,1
CUST00956,66,54378.0,4.0,38,1099.77,6337.72,3.67,31,131,62,3,3,1.33,186,14990,11,9,53,45,7,16,5,175,0
CUST00957,31,143703.0,55.0,36,316.38,15522.42,9.71,62,25,34,3,11,2.67,78,6441,2,39,44,31,8,1,3,167,0
CUST00958,43,74549.0,71.0,41,1016.17,46317.77,2.93,93,69,51,29,5,3.24,65,8685,8,22,48,74,7,10,8,6,1
CUST00959,62,91794.0,92.0,69,591.14,8252.39,15.76,14,82,86,33,5,1.75,342,13778,1,54,68,4,2,3,8,74,0
CUST00960,44,63113.0,28.0,13,626.63,48298.45,11.45,79,117,27,26,13,2.79,290,45959,11,62,37,62,8,10,2,18,1
CUST00961,26,92069.0,4.0,87,383.99,10448.56,19.56,8,95,93,30,5,3.4,56,26862,12,70,3,28,12,8,6,142,1
CUST00962,43,143541.0,22.0,58,696.19,37129.99,5.9,36,33,17,31,1,2.31,331,27273,5,41,16,47,8,5,11,69,1
CUST00963,64,27686.0,76.0,50,403.75,27424.53,4.53,48,111,35,43,14,4.12,259,28413,9,65,52,15,30,1,4,188,1
CUST00964,39,71363.0,45.0,30,66.34,44247.04,10.46,85,146,32,38,13,4.36,190,42500,12,78,52,24,24,14,14,55,1
CUST00965,64,115543.0,67.0,62,340.96,27788.86,23.2,28,125,63,8,6,2.29,6,3956,9,72,30,71,7,4,11,137,0
CUST00966,47,149733.0,86.0,25,27.53,26821.05,17.91,51,16,25,40,13,4.35,6,6553,2,46,21,28,30,11,8,173,1
CUST00967,60,113673.0,66.0,27,1174.46,9933.81,10.76,104,80,47,7,3,1.41,191,23253,7,51,10,51,30,12,1,79,0
CUST00968,65,60828.0,88.0,51,1159.58,8478.22,13.17,101,38,39,13,12,4.35,148,23915,11,17,33,45,16,16,2,108,0
CUST00969,34,66604.0,34.0,78,486.28,45841.16,2.56,29,135,16,32,14,1.61,258,2365,1,78,14,24,18,3,9,184,1
CUST00970,43,28526.0,91.0,57,879.48,16526.34,24.62,127,78,39,22,11,1.33,218,6668,3,17,9,22,2,9,4,34,0
CUST00971,53,86910.0,55.0,47,428.05,18729.7,16.83,82,63,6,20,8,3.57,90,5000,6,23,52,33,29,0,11,71,0
CUST00972,18,43592.0,1.0,39,811.89,38039.22,7.49,10,112,56,11,9,2.89,312,3675,9,22,47,66,9,10,4,91,0
CUST00973,25,46982.0,72.0,16,970.41,17073.41,14.85,106,89,7,1,1,4.63,352,12907,10,11,30,33,28,15,9,2,0
CUST00974,66,18207.0,87.0,22,1137.17,47612.71,3.18,1,38,55,12,4,2.45,10,17336,2,22,36,31,39,10,11,65,1
CUST00975,52,106733.0,38.0,85,492.25,36948.8,24.16,39,144,30,3,13,2.15,87,19684,7,20,27,28,17,8,14,180,0
CUST00976,69,142982.0,6.0,54,944.29,29951.98,4.78,21,52,58,19,3,3.0,250,28311,4,63,30,8,11,1,13,51,0
CUST00977,32,86619.0,86.0,21,333.8,44068.58,16.38,65,29,57,49,8,2.82,326,15136,2,71,69,65,22,6,13,92,1
CUST00978,64,64479.0,25.0,72,1188.59,2670.37,6.51,15,144,11,47,3,2.38,151,43923,3,33,13,56,10,18,6,180,1
CUST00979,39,99437.0,82.0,16,50.41,13001.72,18.08,132,76,47,13,7,3.77,113,12219,6,1,15,38,8,17,12,181,1
CUST00980,31,116540.0,17.0,59,732.16,23358.81,19.53,61,145,30,29,7,4.04,30,3247,10,68,24,6,23,19,13,46,0
CUST00981,43,90982.0,61.0,31,798.22,11503.53,17.0,148,64,82,28,5,4.41,128,4415,9,30,38,68,24,6,7,2,0
CUST00982,45,120747.0,12.0,42,831.89,37246.48,15.56,138,91,62,7,5,4.89,78,6472,8,67,65,7,24,8,7,192,0
CUST00983,40,66231.0,6.0,74,162.06,45976.56,22.37,87,89,73,11,10,2.07,55,22380,10,69,37,17,8,11,13,142,1
CUST00984,31,47301.0,90.0,32,1127.47,21303.75,2.43,105,13,38,40,7,3.86,305,37616,14,18,40,48,11,2,0,83,1
CUST00985,41,36752.0,27.0,59,233.8,17238.2,8.61,34,72,75,37,11,2.58,34,27280,11,71,39,15,10,15,13,33,1
CUST00986,19,116452.0,8.0,34,754.85,48085.23,6.58,124,5,19,25,12,3.71,105,21859,9,12,63,20,37,6,0,49,0
CUST00987,62,139237.0,83.0,9,282.76,22353.65,24.71,110,12,47,49,11,2.9,172,33805,4,64,15,9,27,4,2,32,1
CUST00988,43,74273.0,65.0,81,382.52,24554.61,10.04,33,3,70,1,9,4.98,22,48402,12,5,76,3,7,6,0,72,1
CUST00989,31,85688.5,57.0,11,664.82,17712.16,18.45,98,33,53,39,8,3.92,287,8262,4,70,58,43,9,18,0,2,0
CUST00990,68,22895.0,93.0,96,512.29,45495.51,17.28,61,121,77,13,14,4.81,105,11066,9,26,10,7,24,16,9,1,1
CUST00991,24,137968.0,99.0,10,209.07,28533.98,5.7,10,50,74,5,4,4.34,149,15554,8,78,0,54,35,15,7,131,1
CUST00992,20,133700.0,40.0,86,221.7,38156.29,6.36,84,137,70,41,10,4.61,272,7008,12,51,12,18,8,18,0,15,1
